longitude,latitude
-43.744722,-19.513611
-43.744722,-19.513611
-43.744722,-19.513611
-43.744722,-19.513611
-43.744722,-19.513611
-43.744722,-19.513611
-44.5833,-22.6333
-44.5833,-22.6333
-50.13333,-29.96667
-50.13333,-29.96667
-50.13333,-29.96667
-46.51667,-23.66667
-46.51667,-23.66667
-46.51667,-23.66667
-46.51667,-23.66667
-46.51667,-23.66667
-46.51667,-23.66667
-49.2667,-25.4833
-44.75,-22.5667
-44.75,-22.5667
-44.75,-22.5667
-44.75,-22.5667
-44.75,-22.5667
-44.75,-22.5667
-44.75,-22.5667
-44.75,-22.5667
-44.75,-22.5667
-44.75,-22.5667
-44.75,-22.5667
-44.75,-22.5667
-44.75,-22.5667
-44.75,-22.5667
-46.3167,-23.7833
-46.3167,-23.7833
-46.3167,-23.7833
-46.3167,-23.7833
-49.272,-25.4297
-53.8,-29.68333
-53.8,-29.68333
-53.8,-29.68333
-53.8,-29.68333
-44.75,-22.56667
-53.8,-29.68333
-53.8,-29.68333
-41.760528,-20.586444
-41.760528,-20.586444
-54.751667,-20.538056
-54.751667,-20.538056
-54.751667,-20.538056
-54.751667,-20.538056
-54.751667,-20.538056
-54.751667,-20.538056
-40.737811,-19.688961
-54.751667,-20.538056
-54.751667,-20.538056
-54.751667,-20.538056
-54.751667,-20.538056
-54.751667,-20.538056
-73.440306,4.517
-54.751667,-20.538056
-54.751667,-20.538056
-54.751667,-20.538056
-54.751667,-20.538056
-73.440306,4.517
-75.026804,9.191539
-73.420278,4.507972
-60.089556,-3.048214
-61.380814,10.414003
-61.416707,10.627753
-73.584985,4.072393
-73.674911,7.113762
-49.983056,-9.404722
-48.189806,-7.104725
-68.468278,5.551556
-56.619111,-18.988056
-68.464083,5.558361
-70.209367,6.734083
-70.49605,6.647267
-70.198283,6.7121
-68.464097,5.558397
-68.468433,5.55195
-68.466028,5.573444
-68.464097,5.558397
-68.464528,5.569222
-68.468111,5.57275
-68.464528,5.569222
-75.052714,9.119322
-75.055203,9.156295
-75.04927,9.1468
-57.510619,-19.022219
-57.510619,-19.022219
-54.751667,-20.538056
-39.852778,-19.548889
-54.751667,-20.538056
-40.983333,-18.587222
-40.983333,-18.587222
-54.751667,-20.538056
-60.03713,4.72522
-39.834531,-19.574056
